Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
Dominican Republic	DOM	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG								-27.80045482	-0.251722046	6.635078691	22.76052625	9.798217249	9.679360804	10.12400093	9.011904786	6.336797572	5.993772704	5.540595675	4.260089686	3.655913978	11.28916869	4.463229622	4.354996523	2.700790188	1.831649058	0.648435297	2.745098039	7.393675027	4.803005686	4.340664664	-4.285448974	2.01309726	8.607723548	6.868929464	2.945589208	5.247749883	4.962306691	9.471351926	3.247691961	5.31359757	3.472606096	4.656562844	3.784539886	-0.352572351	3.082806557	8.194141722	6.883838151	7.398968983	5.141356054	2.217002892	7.841872416	3.33997828	4.054713771	3.221589875	6.512234007	6.064622532	6.077506646	4.150434229	5.910492334	
Algeria	DZA	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																									6.06106534	4.715858444	6.434545935	5.034738489	5.503453344	7.24265024	6.333788108	10.00950209	8.719323701	8.143140275	7.454049467	8.603361796	4.989232975	7.12766595	7.393477211	4.918602491	2.628520287	3.224352677	3.535428534	
East Asia & Pacific (excluding high income)	EAP	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																				7.334215503	8.324944025	8.928759249	9.031305405	9.826180445	11.73342611	11.53840617	9.112216726	11.37224984	11.13446622	7.430895204	4.536108302	8.019973874	10.49352336	10.95702338	9.795981268	8.87940005	8.14367023	7.876661325	1.867228442	6.809487157	8.318093257	8.511038385	9.00887218	8.378750973	9.317343319	10.79804438	12.10292409	14.32931145	9.387526511	8.145911325	8.916039381	8.858645714	7.849919073	7.798561896	7.278442192	7.648733046	7.302460347	7.535858009	7.314931083	
Early-demographic dividend	EAR	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG							3.858569458	4.983427974	7.050853353	5.570530119	6.22787761	5.862777934	7.36515666	6.260703805	10.43848131	8.877681672	6.101149048	5.223842904	4.55630366	4.998437361	4.686754682	4.07282577	2.35446178	2.488198168	2.571337268	1.931923578	0.684540119	3.541979508	2.27755085	2.875008633	4.718596599	4.41331342	4.671237146	5.052735613	2.760860666	2.938150171	4.754938664	6.098551414	2.608963613	2.923298321	4.285966615	2.404650778	2.882040472	3.947649691	6.603105547	6.570022804	6.415898335	6.929408824	4.663116732	2.124893358	6.002729351	5.960555492	5.876201403	5.202503331	4.912902182	5.026167882	4.631905089	5.202229068	4.703905972	
East Asia & Pacific	EAS	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																				4.494101653	4.298085077	4.040420378	0.501557904	2.870037377	4.299372262	3.358439786	3.715177384	3.46427827	4.226226648	4.577180267	4.675505695	5.952963866	2.900100907	1.802094965	4.610339022	4.422186468	4.269912221	4.480340605	3.367751329	4.005314569	3.765935385	3.539737938		
Europe & Central Asia (excluding high income)	ECA	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																-2.374223236	-4.555137465	-11.69642754	-4.260266055	-4.924622555	2.278480845	2.867298234	-0.365128129	0.379166426	6.538844076	1.700812578	5.975046171	6.021738954	6.808545904	7.455770657	8.608196788	10.70846157	4.77822792	-4.19503832	4.079422169	5.239525962	6.46074085	3.743085316	2.876413729	1.055986996	1.106266661	4.359581611	3.308689447	
Europe & Central Asia	ECS	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																	0.926882219	-0.430115817	1.646313599	1.713260003	2.659356213	3.107292297	3.230674428	2.944714066	4.305942397	2.746271902	2.003744939	1.820581307	2.818353476	3.119493041	3.908968584	4.154608469	1.8604937	-2.371973011	1.739878139	2.280032385	1.239292135	1.289825941	1.746713922	1.854037141	1.727791083	2.538280643	2.27092162	
Ecuador	ECU	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG		4.414539303	2.875138159	3.367715992	8.18041366	2.720350947	0.644649242	2.271659549	3.412395804	4.707117365	7.170348373	2.225094007	3.532363735	6.178058458	13.84751815	13.99662281	7.755316103	3.441503789	6.142462217	6.361947474	7.439752903	10.83715779	2.174306324	1.870800191	0.999857267	3.07575876	2.186550146	3.705851709	2.142448726	1.128161373	2.327167048	2.981610009	1.616857183	2.466994511	1.912783645	3.834542254	2.745852253	4.306876978	3.783480038	-8.344482039	4.505170091	2.39141754	3.338726642	2.957983488	4.849044761	5.779486709	4.672928818	3.639134001	6.663435829	2.855863245	4.53799976	6.792718104	5.919246428	5.409546158	3.992517255	1.312441765	-0.798191508	1.964392197	2.150863685	
"Egypt, Arab Rep."	EGY	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG			6.198210143	3.698501873	8.517682468	9.374566634	6.75795613	7.565320665	3.687755327	-4.44042168	4.100735458	6.198968147	6.765688823	4.973567056	2.100589755	13.82398754	17.26576889	11.61298944	9.642401022	11.80838672	10.6719625	4.456660069	9.042787027	9.676528807	5.67779228	6.872518747	6.116889549	4.045118631	5.106542056	5.366526521	4.594158227	5.167695766	3.235814119	2.110059134	2.687107966	2.965203328	5.009431394	5.594559038	6.3383025	-0.902090046	-8.369101749	24.10069652	2.753313166	4.389732274	5.799861952	5.674898155	5.041059852	13.78309279	7.211089206	4.092927793	5.453167417	2.507119711	2.798253518	3.187403037	3.597819147	5.009684512	3.237253635	4.638519598	4.963227781	
Euro area	EMU	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																	2.192854858	0.998059165	2.241826989	2.758631467	2.370697582	2.978967906	3.420015661	2.976222022	3.84356041	2.759827961	1.381050399	0.769115065	2.203086005	1.990970284	3.203552258	3.344251883	1.591750832	-2.294582978	1.259474234	1.83729448	-0.186127427	0.229641786	1.223874256	1.705920928	1.622051661	2.390040368	1.884400777	
Eritrea	ERI	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																																												
Spain	ESP	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																					2.277445005	3.030749582	3.610792068	4.200480222	5.309567539	3.900336798	3.225770945	3.033620405	3.825522109	4.331140988	4.867725879	5.097755184	2.354379137	-0.683461006	0.847485329	0.888138517	-1.42664372	-0.446672137	1.120267156	3.119030492	2.373665257	2.942423652	2.721271723	
Estonia	EST	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																					6.014612257	11.05945105	5.297802231	2.937998353	5.672187871	5.678430892	5.810287841	7.091282715	7.322420477	8.840274876	9.243759532	6.301661638	-3.1296595	-11.47270527	1.623781875	4.840697806	2.660818701	1.128498268	2.39105012	2.197392422	2.193304258	6.026313302	3.776891682	
Ethiopia	ETH	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																							6.88484025	3.406456404	6.132020976	5.359125608	0.911508267	10.68136397	4.575090498	-0.56872389	2.748122345	-19.45989126	-16.72031054	21.87619208	9.630633585	10.58594444	6.993321808	4.396839697	6.483649735	8.113166809	10.88442474	4.540421243	5.637363519	8.467541948	5.079107218	12.31671081	12.84491057	15.75662146	16.40039852	14.68212952	16.73739951	13.00218295	9.908847915	9.050249172	12.86555409	11.10524319	11.21410008	7.533162544	8.830554051	
European Union	EUU	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																	1.7888554	1.335200685	2.494912785	2.618704282	2.825840821	3.028387161	3.534699726	3.211684518	4.108736556	2.913203138	1.738952432	1.420975201	2.386049244	2.660000973	3.362453043	3.381974021	1.43356717	-2.229819453	1.370042387	1.919499859	0.680429836	0.757872613	1.525930877	2.012694913	1.86173669	2.384657287	2.099798877	
Fragile and conflict affected situations	FCS	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																																	5.382663157	7.54657499	7.188048366	4.768460018	7.042224272	8.071421914	0.449183335	1.330625692	2.767470924	2.696076422	3.265576803	
Finland	FIN	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																	2.844332959	0.232194485	4.016622093	7.756059191	4.898006094	2.366130216	2.917350353	3.401942266	4.297131517	3.922758383	2.982559908	3.748237283	4.110277041	4.030555945	1.927763513	-4.353651144	-3.077976199	-0.062035129	4.834595419	5.743358115	3.274860321	4.936094081	4.853306447	4.517081909	5.129298691	3.600110315	0.781410805	0.424869967	3.547450161	2.01136881	1.694817112	4.882741478	2.622811269	-4.813086294	1.36375312	2.769370068	0.499148829	-1.345480953	-0.289796168	0.389061297	1.603830351	2.360739158	1.840831498	
Fiji	FJI	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG							-7.155624961	21.6314517	4.24200848	15.18258622	16.83798846	17.2957718	11.78215035	16.94269445	8.256589129	2.204321672	2.169676639	0.635807366	3.795455113	8.528566655	-1.380553712	3.329159383	0.318402179	3.171587675	5.724871422	-0.32025345	2.636415297	-3.059373145	4.846814444	-4.852952673	7.232074279	-3.723154839	5.476748998	1.9336415	3.513687521	5.029147196	3.817055881	-1.583250257	4.388758187	7.69121893	0.026381167	1.964659418	3.200571717	2.424658138	3.52336768	4.000234866	1.51908322	1.254348078	8.622039163	-0.817890851	2.900662134	2.028550534	3.037158665	4.519811539	7.433297486	3.310673965	0.202094067	3.768712201	1.151428966	
France	FRA	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG		4.145408424	6.246151929	5.588081607	5.159826662	4.272824761	4.965301673	5.105458445	6.870347622	6.906112199	5.962094044	4.55553001	4.568614732	6.333803929	5.942596878	-0.867380839	4.107800671	4.684572402	3.986905892	3.529038968	2.686779601	2.019667624	2.901412281	1.893349172	2.367961202	1.784072518	2.328418217	2.465790488	4.372380731	4.813707961	2.632009608	1.515911517	1.765544563	0.680900243	2.497568419	1.978556122	1.902035901	2.730334322	3.632302769	3.30567561	3.590475801	1.97382393	1.205963607	0.978552146	2.855448579	1.713171551	2.695827626	2.600164186	1.45355023	-1.883680219	2.210864185	2.428935664	1.179332087	0.660712135	1.232745909	1.113770669	1.531540579	2.152214602	2.154330789	
Faroe Islands	FRO	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																																												
"Micronesia, Fed. Sts."	FSM	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																					-2.363690059	-3.979910211	-3.400011358	4.59976609	3.268568393	5.176565634	2.339589725	-0.862391669	-1.762095091	0.73869167	2.534838144	-3.255593367	-3.570429756	-1.715156908	2.361466359	0.394213901	-1.561968971	-0.650552712	-1.327011111	2.982500221	2.756226879	2.877940693	0.902758857	
Gabon	GAB	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.070788681	1.23147018	0.734976978	0.578600165	10.70586206	5.691866257	5.978919582	-0.878839213	6.495800469	6.891115236	9.899688124	8.397072889	6.147154256	5.210003126	3.027743986	5.426550309	0.654765434	
United Kingdom	GBR	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																1.081438195	1.015368957	3.3192241	3.553358915	1.8973365	2.817711889	4.718176267	4.344724392	4.349781174	4.787934437	4.346982132	2.945729354	4.195466956	2.603354729	5.155699928	3.279879564	2.886490261	0.560738863	-2.650532828	1.522448213	2.138220912	3.032195567	2.848356684	2.124477283	2.232562554	1.994087982	1.641988946	1.843024625	
Georgia	GEO	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																													7.381766095	7.080256953	11.6244509	12.95814081	6.426089142	-4.20181753	17.00469212	5.876842549	6.105148319	3.154568048	3.965302335	3.577903182	2.410718639	6.207760105	5.693090988	
Ghana	GHA	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																																7.686357664	7.988809461	5.550425747	9.823398827	9.373975353	12.08110863	10.00806576	5.388600121	2.998707578	2.792914645	3.262094044	2.722502587	
Gibraltar	GIB	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																																												
Guinea	GIN	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																												-0.698759963	13.30475607	1.235397914	5.973440783	-0.588865157	4.06198274	3.989819064	4.869487857	3.686859882	1.40293805	3.676711618	2.903765051	1.297801455	1.703930252	1.573057767	2.892215465	1.227366077	1.165927747	1.603629685	-3.136737497	7.006788006	0.513398013	4.283088639	3.792832116	9.376453339	6.546572636	8.845287021	1.643287292	9.179618725	6.31919601	3.991529452	4.209861778	
"Gambia, The"	GMB	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG									10.63718071	2.427410586	6.040891466	0	0.262932188	9.178312223	5.884711694	12.40075848	5.650858319	1.814709018	6.066286009	-1.090796186	12.87034091	7.874716809	-5.29008497	5.794931168	6.850559141	2.254486685	-3.619086831	6.072708471	2.793575584	1.93642443	7.315111087	-0.703806308	6.928214185	11.19903392	-1.839703678	5.848847465	3.125957293	4.232750734	5.617408206	-0.688199141	5.072997988	4.562286908	0.827577807	2.948520896	8.026429557	-2.309925594	8.432461199	6.618141964	-2.953816249	3.447549454	2.589156678	2.741241716	4.544260141	5.289230315	1.359108427	-0.243204626	-2.080064238	11.73289453	9.899814567	
Guinea-Bissau	GNB	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																										3.521132994	-12.71963951	-0.49080596	11.24182878	6.772866056	-5.212684835	8.394616952	3.975508031	4.005834568	7.450205147	23.48309101	-4.461510415	2.662089026	7.359343517	6.589801903	6.988140003	7.234260109	4.010887296	
Equatorial Guinea	GNQ	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																																26.64956473	24.32001466	1.945908113	14.68806788	9.241004677	10.37083414	9.902720583	0.630220181	-2.952791931	-4.332641436	-0.36891419	4.830392457	
Greece	GRC	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																					3.843247067	5.150872248	4.869762097	-0.24375354	4.243982339	2.610058018	3.908410015	5.683491064	7.284489093	1.45590168	3.81064233	4.883029802	3.425104694	-4.381815502	-3.971706415	-9.243073055	-7.243897168	-2.086797475	1.354897834	-0.104870344	-2.155741667	1.396180901	1.484648982	
Grenada	GRD	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																			8.977646671	3.537120368	1.802635768	-1.036825348	5.491615914	5.79813381	4.01579605	6.386505571	10.44135687	5.988754176	1.046916902	3.311512335	5.888301626	1.947751277	0.532864667	-0.186144926	2.480979399	1.284428742	3.656577935	3.813240728	12.90044649	6.836339383	4.943992256	1.405923863	3.546163011	7.033533502	1.310686732	5.349222313	0.852508565	9.18526394	2.932905566	-3.212465996	-1.677762796	1.439262637	0.617068089	1.293978122	5.682988732	3.074718116	2.610522499	3.849972209	2.381352862	
Greenland	GRL	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																													3.884179851	2.194184706	6.39233922	1.972126339	2.311771434	4.048194404	0.257208904	-0.521757956	-0.0881412	-0.545650588	0.878268869	0.320241429	1.112397606	0.591817296	0.85856544	
Guatemala	GTM	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG		4.47233516	4.027072758	7.221860768	5.976941748	5.181792156	4.422972237	4.809070768	7.535438946	5.191951896	6.463669342	4.532782654	6.25246938	6.69331598	7.327698876	2.102614061	5.677029498	8.23113385	5.297184567	4.964679474	3.880747217	0.871881812	-2.887154862	-1.600840596	1.300251256	-0.818503131	-0.193810566	3.319969932	3.473990542	4.517489893	3.240273573	4.333188529	4.876652528	4.97245789	5.110386161	5.626517962	3.087076905	4.440313953	5.489420597	4.341468852	4.617153477	3.152901768	3.759970896	3.383009772	3.96277831	4.35432693	6.934740411	7.884790039	6.1620928	2.495986969	4.044396504	4.128016876	3.976563003	4.15084329	3.706277451	4.70412236	3.542102375	3.322539943	3.759104036	
Guam	GUM	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																																												
Guyana	GUY	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG		4.385036841	-4.227359301	-11.5105577	10.39396675	11.79681905	7.059719346	3.379349159	-0.717054912	3.357056	5.93274051	5.689527264	1.639173968	13.64608825	-16.79170906	3.934939018	22.43458525	0.11313257	-4.461784889	-0.936139211	-5.159315687	11.98832667	-10.43618825	-2.02740778	-5.7515994	-3.022430127	-4.779034084	-11.01757745	7.789823059	-1.247288503	1.647446458	-0.162074532	1.298701238	3.418803442	7.592975166	5.952952544	7.340280956	6.585056945	1.940594015	-2.447552421	5.336519312	1.096408295	-0.336574417	2.101313382	2.278573986	7.797341046	8.099999993	9.318749625	5.535845286	5.483610352	6.51401944	5.059158718	7.648451923	2.443832683	3.284806836	4.879720453	0.735347667	3.628012078	4.480479305	
High income	HIC	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																							3.194882019	3.392709809	3.801861574	2.42689055	2.023612316	2.015213802	2.810622755	3.208593208	2.83886948	2.676418331	0.966631958	-1.47680903	2.062749918	1.94886846	1.606993128	1.43909962	1.818884125	2.196462687	1.705369086	1.829114604		
"Hong Kong SAR, China"	HKG	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																										1.835359042	2.918557467	4.466051482	9.670904132	7.756996578	6.815523678	7.092933476	2.439600181	-1.729905763	6.912012912	5.185613887	1.756628292	2.739908569	2.461002943	1.731077084	2.27760226	3.612502553	3.376931115	
Honduras	HND	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG		1.482480251	4.067068817	5.024723643	5.103287174	6.084067882	5.503333034	2.750165218	5.089206109	5.081908965	6.964050073	1.276588756	9.243698353	5.865402844	1.725698308	8.928570494	10.90163403	7.612712124	4.127306081	5.814889866	5.214435094	1.326726688	-1.47507691	1.054609109	3.149495375	5.800047993	3.708683954	5.7494254	4.992237161	4.715542721	-1.610003671	-0.405531733	5.912196592	9.387699622	-1.958641105	4.295655104	2.873393848	7.889045356	6.808820894	3.814123742	10.06543166	4.976162318	5.563564864	5.884491283	8.477693926	9.277804232	9.705562338	9.925900271	7.272086324	0.926617216	4.951871222	4.44250111	4.404196542	3.658888979	4.121146102	4.782966146	3.870207937	4.314710631	4.07123168	
Heavily indebted poor countries (HIPC)	HPC	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																										1.629632438	3.452400201	4.710113748	1.959706331	-0.201667994	1.738922201	1.370153994	-0.442775093	-2.105670002	1.341946832	4.64031387	1.585403193	5.223702886	4.494416299	3.724786854	2.885143848	5.094249356	3.658673402	7.429484692	6.837043501	6.713455917	8.656607832	8.707126158	6.25973365	5.681300313	7.177262251	5.77099361	5.981649996	5.744118967	6.17082164	4.191851149	4.910407984	4.279094819	4.014892688	
Croatia	HRV	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																					5.667248627	5.50707565	2.578035311	-0.332540706	1.037423991	4.121084128	5.396745543	6.021954266	2.643674191	4.717079106	4.385585344	6.307253078	1.460231205	-4.95741208	1.212276853	1.098668369	-1.074736705	-0.87613769	0.275706695	2.23128826	2.874009882	3.106039551	2.745529984	
Haiti	HTI	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																														-3.021717193	7.918237677	5.075442482	-1.616045296	-4.732107292	-11.02788961	4.523238941	10.93632223	5.040756641	3.650254655	4.061707393	3.980283608	-0.263515674	1.243763844	0.222098305	-3.822713743	1.612902323	2.678571856	5.120772487	5.068277182	0.949763179	-5.422103087	1.841718223	-2.154930558	3.666398066	3.601502785	2.876078529	1.239820105	1.236631048	1.541745913	
Hungary	HUN	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																					0.813250696	0.189255644	1.715590683	1.853392565	5.488311372	3.808011707	5.287302512	4.206746561	1.716468183	4.892962679	4.657331807	-0.133995871	1.068462823	-3.271400761	0.691571141	1.926971954	0.373199882	3.755926502	2.782049699	2.36388254	2.910930424	4.714859156	6.432126328	
IBRD only	IBD	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																						4.353222972	2.503195419	3.392805735	4.37318395	4.053871816	2.568619241	5.71507682	4.44837077	3.740923089	4.52472525	3.092472225	2.344337254	1.112873593	3.387792041	2.355924404	5.289659684	5.188266649	2.357728617	3.338178074	5.424583594	3.906012713	4.78606107	4.947615648	6.937029676	7.294548221	8.182973615	9.748438317	6.158253054	2.955803644	6.45754595	6.23391197	6.162188677	5.307279856	4.695138671	4.308558366	4.299594669	5.278016971	5.233726029	
IDA & IBRD total	IBT	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																							2.604342354	3.317433673	4.097836025	4.006945641	2.702578341	5.5962065	4.412936365	3.60837097	4.446066047	3.048409823	2.329280899	1.119683181	3.32316825	2.431196745	5.178121387	5.137275441	2.439554865	3.390287571	5.334525813	3.968469616	4.834730185	4.955018202	7.067217674	7.325983094	8.213881487	9.701295643	6.24403292	3.190030188	6.54014156	6.181864431	6.110483155	5.400509718	4.763555426	4.32620874	4.245404833	5.171384068	5.174282941	
IDA total	IDA	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																							3.713169591	2.512573265	1.126556348	3.493177169	4.167160111	4.329264702	4.051564787	2.258138192	3.633191096	2.422699818	2.06408868	1.24037724	2.148328665	3.820834414	3.06853759	4.152068001	4.031111155	4.387536648	3.618335831	5.179696189	5.765164384	5.094393583	9.516752214	7.903509559	8.779188288	8.910629835	7.694191163	6.976896355	7.824069373	5.409437928	5.337130523	6.805858296	5.780400541	4.581549968	3.459189838	3.611730053	4.280187196	
IDA blend	IDB	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																							5.442843336	3.76534207	1.110529515	5.24669879	4.484172679	2.467955692	4.518364444	2.158097055	3.223948313	2.649348168	2.817030204	1.706376304	2.515750835	3.381548291	4.04980063	3.459017165	3.338686297	4.558952788	3.306112331	5.314688774	7.269730595	3.60270677	11.9351642	8.346257773	8.822756344	9.352043667	8.812228402	8.145773805	8.974640676	5.360296083	4.857173681	6.8576257	5.92475133	4.606618467	2.027049979	2.287804751	3.718365148	
Indonesia	IDN	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG		9.935379645	0.587803086	1.387874361	2.305475504	1.338028169	0.069492703	5.694444444	9.461235217	9.06362545	9.356081453	9.209864117	10.13824885	8.786610879	9.559471366	10.07639727	5.913939217	12.05725125	8.873226432	8.432747215	11.78924316	9.776347396	5.19852988	4.614483622	5.752301059	4.554349992	7.042350346	6.247993041	6.836996272	9.312708148	7.263731688	6.149381925	7.209759303	8.002320463	7.090172104	7.605745442	6.753733611	5.58365109	-16.46152932	-1.030617184	5.174404369	4.886314478	5.19568843	6.35808315	7.110318632	7.87103037	7.330030194	8.998990242	8.659436399	5.82555487	8.414451956	8.410780135	6.819921131	6.390223046	6.017141862	5.451880535	5.664433019	5.657039863	5.831074191	
IDA only	IDX	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																2.15065455	1.170584154	0.678383666	1.700694104	4.353732106	1.882066065	5.007884156	4.867545603	4.18348843	3.991335985	5.019849995	3.986851892	6.876565812	6.715895317	7.365667354	8.725779253	8.367286624	6.321461711	5.60338932	6.442476851	5.466685299	5.895688122	6.746203958	5.613883803	4.552546931	5.136841037	5.116742622	4.929957228	
Isle of Man	IMN	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																																		1.368649475	9.617534001	3.275357224	5.335469686	4.838706454	5.438621382	1.324538032	8.449885693			
India	IND	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG		4.901664643	5.390814769	5.516061117	5.351968378	2.890107012	3.135356556	3.674120251	4.417195907	4.961139341	4.728129205	3.877233888	3.086096957	3.300721943	3.765134545	6.098824608	4.601953481	4.650680334	6.296026407	2.593344645	3.450051112	5.676643017	7.495287593	6.412670073	6.576133788	7.831989526	8.050210691	6.8808791	7.362890916	8.746023121	5.549611765	5.427778725	5.87550266	7.749140672	5.052227764	9.168081955	6.75589288	8.996028185	8.214490706	12.49494835	5.105632874	6.248160784	6.348460921	7.351189066	8.259221521	9.117631788	7.038321569	7.77804509	6.51991412	8.676469828	7.83566599	5.864063674	8.333620495	7.659995074	9.810593093	9.438240948	8.441506692	8.078782666	7.525132014	
Not classified	INX	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																																												
Ireland	IRL	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																					5.481147729	8.49599833	7.611095705	7.080141836	5.968500784	3.508073085	4.255071946	1.539024072	7.149705576	6.508497982	6.046429096	9.377605382	0.286888419	-5.362834166	2.35081053	0.295479025	-1.681775845	3.149599236	5.933504586	5.265264796	5.04954819	6.478688046	7.092900725	
"Iran, Islamic Rep."	IRN	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG		1.215504071	4.475714033	6.046261613	11.7284901	20.28886572	7.871875516	11.31158741	12.08538983	11.56914633	9.461444544	14.90443022	21.74908508	2.495358755	39.35851683	17.86094856	13.30889047	4.797317765	3.189001849	3.330187414	-3.561758248	-10.35101056	-2.489368873	7.190583744	-1.990342949	2.845378784	-14.52793474	-8.117393368	-10.45150393	6.413096359	9.969888823	9.929591898	3.767790838	0.867268631	2.285540716	2.84188255	5.442438292	4.754651408	3.054156308	2.685088535	2.634126205	4.774246683	6.375416215	7.06815573	7.162722736	7.223940573	7.142483158	9.10646557	-1.283188127	1.083502079	5.329901929	4.022178174	1.483379594	2.274389077	1.426232368	-2.295634842	3.574568543	4.394842024		
Iraq	IRQ	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																																	4.287536672	4.314208509	8.022446468	7.030954927	13.63916112	12.20304141	-7.525457007	-2.021932546	1.336719611	0.852645167	4.653048315	
Iceland	ISL	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																							8.058743147	4.771636286	3.499265485	1.259967793	-1.854536422	1.735736673	3.507719568	2.788147086	2.54537897	6.463483205	2.745842356	-3.703055632	-2.673164965	1.11098509	0.255284129	1.811645308	2.154041187	4.209238773	7.963856255			
Israel	ISR	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																					3.46539173	3.838749012	4.778880295	4.160517431	6.986141102	2.600226735	1.608608057	1.563924259	5.184815904	3.67107564	5.367767757	5.285017996	4.815640245	2.388276644	3.898926235	5.908220483	3.227723272	4.766810882	4.177713394	3.039264158	4.394829734	4.273878858	3.613820232	
Italy	ITA	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																1.575722781	1.200419177	0.685692873	1.750325986	2.506380917	1.703011622	2.331370444	2.031740681	1.83016744	4.351526172	2.539030908	0.310025705	0.554365477	1.08252856	1.004395889	1.649882263	1.533302774	-0.056084541	-2.050836998	1.253588292	0.911406959	-1.957342229	-1.149567661	0.816787248	0.871095722	0.965980249	1.635898388	0.555758315	
Jamaica	JAM	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																			2.391632573	3.030893195	0.619421416	-0.664328374	-0.54428583	1.244561833	2.312607581	1.575073176	2.185565536	3.019030738	1.54847473	1.221116226	2.969252144	2.214680525	0.24919174	-1.057258607	-1.777410536	0.01950975	-0.190585608	0.187005033	0.702957504	0.705869809	0.670217159	1.058406956	0.869703981	
Jordan	JOR	"Services, value added (annual % growth)"	NV.SRV.TOTL.KD.ZG																																		6.176970285	4.460935587	9.098568081	3.824602675	4.119634154	2.646945781	3.897084836	5.498921938	3.001175592	3.279117853	3.982460123	5.9841329	9.395685882	7.112166752	6.957883292	6.664074463	3.42139106	4.128206004	3.088759164	4.455153616	3.441910509	2.707811958	2.514347349	2.448215182	2.299033521	2.334982318	
